Epoch	Train Loss 1	Train Loss 2	Test Loss 1	Test Loss 2	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.25203091045841575	0.13148813247680663	0.23032617648442585	0.19730149103062494	0.5899687	0.8022903575741449	0.4196083049205423	0.5510239225705781	0.8022841704531499	0.4196136574086464	0.5510270783180166
2	0.0833031398942694	0.05703939454896109	0.08872553601861	0.08304008947951454	0.5973059	0.8022903575741449	0.4196083049205423	0.5510239225705781	0.8022841704531499	0.4196136574086464	0.5510270783180166
3	0.04297457987974797	0.035261374711990354	0.05310442340870698	0.05267996607082231	0.5921593	0.8022903575741449	0.4196083049205423	0.5510239225705781	0.8022841704531499	0.4196136574086464	0.5510270783180166
4	0.02894392704391586	0.02632213548890182	0.04050061414639155	0.04160560055502823	0.5869446	0.8022903575741449	0.4196083049205423	0.5510239225705781	0.8022841704531499	0.4196136574086464	0.5510270783180166
5	0.022541538953581557	0.02188789498593126	0.03503560615082582	0.03673075645097664	0.26472792	0.8019082095962695	0.4197260596588324	0.5510352508810086	0.8022841704531499	0.4196136574086464	0.5510270783180166
6	0.019176078103815337	0.01947511423911367	0.032331063523888585	0.03429864267153399	0.26817474	0.8019306875006391	0.4197421171231447	0.5510543957163636	0.8022841704531499	0.4196136574086464	0.5510270783180166
7	0.01727742693037726	0.018101672029920985	0.03091159092883269	0.03303061771605696	0.2650648	0.8017069555884908	0.41982240444470614	0.5510707360256303	0.8022841704531499	0.4196136574086464	0.5510270783180166
8	0.016168918847272704	0.01728624706821782	0.03008704955379168	0.03226931073835918	0.27776554	0.8015155693087003	0.4200739713855986	0.5512421596791526	0.8022841704531499	0.4196136574086464	0.5510270783180166
9	0.015474538152505244	0.01676344655986343	0.029639964873592058	0.031791350804269314	0.24150568	0.6810682501880171	0.4653292583057234	0.5528989401450662	0.8022841704531499	0.4196136574086464	0.5510270783180166
10	0.014987496106186882	0.016348776780068873	0.029655344896018506	0.031741490454546044	0.25424886	0.6822010413495391	0.46776464039308674	0.554989648559054	0.8022675180091683	0.41965647731347916	0.5510600688087097
11	0.014640421265669699	0.01599312908947468	0.030026564188301564	0.03144095851374524	0.2647192	0.6828269802922373	0.4704890568380712	0.5571111674483459	0.8014804601037774	0.3546772717297636	0.49174415411901773
12	0.014392322557146795	0.01571108169321503	0.030372952334582804	0.03148459243987288	0.2647192	0.6828269802922373	0.4704890568380712	0.5571111674483459	0.8014804601037774	0.3546772717297636	0.49174415411901773
13	0.014213599085841062	0.015491334136043276	0.03023744468887647	0.03149856720119715	0.2647192	0.6828269802922373	0.4704890568380712	0.5571111674483459	0.8014804601037774	0.3546772717297636	0.49174415411901773
14	0.014087447331153921	0.015322681995374815	0.030579022653400897	0.031502207342003076	0.2647192	0.6828269802922373	0.4704890568380712	0.5571111674483459	0.8014804601037774	0.3546772717297636	0.49174415411901773
15	0.013996655362591679	0.015165937878191472	0.030990298713246982	0.0317652008629271	0.2647192	0.6828269802922373	0.4704890568380712	0.5571111674483459	0.8014804601037774	0.3546772717297636	0.49174415411901773
