Epoch	Train Loss	Test Loss
1	0.28029114549810236	0.2322775256984374
2	0.1262581915114865	0.14766349994084416
3	0.1063911948691715	0.1056539039401447
4	0.091838422824036	0.12847950002726385
5	0.08129409757075888	0.1143027694128892
6	0.07638844181642387	0.1240765474298421
7	0.07257633565953284	0.12425077783272546
8	0.06707351936986952	0.12324305141673368
9	0.06161374993848078	0.12226054291514789
10	0.06395361222552531	0.13135120294549885
11	0.057026697492057625	0.11938736686373458
12	0.05339951135895469	0.12840237074038563
