Epoch	Train Loss	Test Loss
1	0.6474327079274438	0.46607841551303864
2	0.30532899498939514	0.25525499135255814
3	0.18215932900255377	0.2290979828685522
4	0.16014249148693951	0.2267631571739912
5	0.15368406880985608	0.22679162211716175
6	0.1507128985090689	0.2273803222924471
7	0.14874652299014005	0.22751321457326412
8	0.14701547609134155	0.22712844982743263
9	0.14528749815442346	0.2272464968264103
10	0.144835272973234	0.22790642268955708
11	0.14442659779028458	0.2286138627678156
12	0.14424194531007248	0.22932608425617218
13	0.14399196613918652	0.22972423397004604
