Epoch	Train Loss 1	Train Loss 2	Test Loss 1	Test Loss 2	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.4076192069698024	0.28003261032256677	0.470330842030354	0.26569971415494054	0.4453915	0.6934020880817081	0.9655375775625661	0.8071490317198786	0.6981504506019512	0.9455668084490397	0.8032377706784997
2	0.22206030085280135	0.16812518503226287	0.23362579613159865	0.1569397897864671	0.57278806	0.7132115233451379	0.9524065601569193	0.8156339563571751	0.698474008434479	0.9675032809592541	0.8112666350584433
3	0.1679389052294396	0.12332560372127145	0.17717786851601722	0.10451199104299459	0.5601801	0.7723801924140489	0.9227039699702713	0.8408765602108929	0.7591943229015319	0.9394771680850649	0.8397688856148788
4	0.13144374352854651	0.0923992265412148	0.13570838238184268	0.07536260498011059	0.50541246	0.7997415281841235	0.9292017436666093	0.859624759898361	0.7981282166353081	0.9311865947683109	0.859538461518068
5	0.11135932992439013	0.07678598588240063	0.12376935187822734	0.06643397680112065	0.4256973	0.8021730082565214	0.9418056247532339	0.8663994350634778	0.8126760034669739	0.9264785570595865	0.8658539133187464
6	0.10001674795875679	0.06544398911843345	0.11558900475502014	0.06099351518891852	0.51049644	0.8235518703890554	0.9324023782981443	0.8746033368201137	0.8216862165768086	0.9345524740941125	0.8744926196080208
7	0.09046421417513409	0.0574357062754338	0.11030736110913447	0.05667082043239354	0.5034	0.8259276529644679	0.9369042909623981	0.8779227818656041	0.8255347643743418	0.9373858557434882	0.8779120315664798
8	0.08354187070115192	0.052177050637508396	0.10537175883849462	0.055182262904307236	0.5555504	0.8354504308324924	0.9327792051328104	0.8814361810810504	0.8277541228880523	0.9414915066524872	0.8809669649974663
9	0.07898085274406381	0.04818151821657557	0.10213519338613901	0.05334996579072935	0.57775956	0.8400334395799621	0.9313280963083608	0.8833281385745234	0.8301531780575314	0.9427595634170075	0.8828802787708988
10	0.07598628950481479	0.04524435574985847	0.09988204825382967	0.05057840231354996	0.6143282	0.853720644918226	0.930693924318313	0.8905471082658261	0.8373080457746286	0.9478934460852325	0.8891756057377397
11	0.07299109813127969	0.043194912743906605	0.09877649977421149	0.05022421627902664	0.5840547	0.856180050678205	0.9317153586422592	0.8923520904203048	0.8446104344636264	0.9438985646497368	0.8914985355663575
12	0.07063208910057674	0.041381449079753094	0.09645001857708661	0.04900442713646076	0.59415203	0.8627103247911341	0.9306261414425652	0.8953822061391241	0.8480898238201873	0.9446045405335852	0.8937491122750976
13	0.06835018991417176	0.03988398224485259	0.09401134779820075	0.0490281060421547	0.59415203	0.8627103247911341	0.9306261414425652	0.8953822061391241	0.8480898238201873	0.9446045405335852	0.8937491122750976
14	0.06647939908544759	0.03884321304553367	0.09409244167499053	0.04677034058345006	0.607196	0.8697027618260714	0.9310454761823612	0.8993292953789107	0.8549806162085484	0.945408648405628	0.8979236709189719
15	0.06506068815250654	0.03785447738888557	0.08977093543761816	0.046018975891273114	0.6120883	0.8669931776519986	0.932823915024017	0.8987046223391252	0.8527079039383139	0.9466835983439533	0.897241746237859
16	0.06329600770731231	0.03665295572638794	0.09035494102117343	0.04559321993870051	0.59947884	0.8710818759706537	0.9315062657035116	0.9002813306580649	0.8589787356502658	0.9435908610301695	0.8992989632927142
17	0.061784615468334504	0.03585443924892315	0.08561827949224374	0.04480601589909584	0.600837	0.8764993906085028	0.9310068935567589	0.9029312727747114	0.8634296228911532	0.9437707537187715	0.9018143605167985
18	0.06001301829677981	0.03534671877363331	0.08355425000190735	0.04608689127448161	0.600837	0.8764993906085028	0.9310068935567589	0.9029312727747114	0.8634296228911532	0.9437707537187715	0.9018143605167985
