Epoch	Train Loss	Test Loss
1	0.08198295052658972	0.03795286578155751
2	0.03698917174698487	0.0339328701022119
3	0.030542902168339933	0.0330212819621776
4	0.026768141703986895	0.026630253345617073
5	0.02380810513078882	0.02699679168725041
6	0.021811343440541503	0.027242381188900492
7	0.020242095982704784	0.02220826691682387
8	0.019064983126300616	0.024499369372204958
9	0.01744773235785506	0.023348565516799553
10	0.01722480248224195	0.022013124470426217
11	0.016810015381840647	0.028889414980771584
12	0.015404347132509108	0.024749091548246765
13	0.015152289416543197	0.022321123798373598
14	0.014594853877896767	0.02576306378848143
15	0.014653146787055352	0.0230315073743058
16	0.013353097557061327	0.024874209535910803
17	0.013096696434893728	0.022761119413716356
18	0.012436992546592378	0.02563546573937074
19	0.012308576946682463	0.025794486772285866
20	0.012067850470222834	0.02149777683720195
21	0.011722979711497598	0.023082128340353118
22	0.011786447113339827	0.02238012298444345
23	0.01055787429480251	0.021905716675085046
24	0.010654907863640487	0.023597043456417
25	0.010331560765350847	0.02558505111605738
26	0.010497777369362358	0.02401364193934256
27	0.009889530461406011	0.02389799244069743
28	0.00950683308498565	0.02399137146703528
29	0.009655170110421064	0.02216342417101852
