Epoch	Train Loss	Test Loss
1	0.16727004429605524	0.13481455839057854
2	0.07463457121520452	0.050228398436537154
3	0.04612008445765067	0.04617793606889194
4	0.03833670037529634	0.03945983629420872
5	0.035127232069047366	0.03608338588772856
6	0.03043712692464166	0.03768913970408936
7	0.02934218330535513	0.037859789420306954
8	0.027351405293745187	0.03526023321898814
9	0.02708620012588888	0.043308933362432196
10	0.02558062033092065	0.034442011658860815
11	0.023002676021192124	0.035218117960909914
12	0.024004740004821154	0.036911534448891746
13	0.024730225673794463	0.032421053383010545
14	0.020300491346237483	0.03618197712828131
15	0.018851253775288495	0.03821661048547714
16	0.019520051317258355	0.036208066819614956
17	0.020247987380389097	0.03353037605508825
18	0.019081369633641904	0.03448099195030076
19	0.02108855084304949	0.040017038815532605
20	0.016316370962983384	0.03982916475185172
21	0.01654978918894094	0.03913532514377956
22	0.0170819756768306	0.0434946085566579
