Epoch	Train Loss	Test Loss
1	0.11941234702972724	0.07604354133031198
2	0.05255817151481221	0.060531564229833225
3	0.04056581208628049	0.059917138649949006
4	0.03984114734111927	0.05468473308054464
5	0.03228237733753172	0.0514515425344663
6	0.029960298061544408	0.0511706618592143
7	0.028338870154492272	0.056756456143089704
8	0.02881619682265895	0.053258063471210856
9	0.024859556401405674	0.05210895904206804
10	0.02390757985661014	0.05288715927994677
11	0.022466548101762667	0.05917822875614677
12	0.022061450744726496	0.06662360485643148
13	0.021234660150604122	0.06235116475394794
14	0.021258886292973494	0.06211642822516816
15	0.02077303298387968	0.06099710026090699
