Epoch	Train Loss	Test Loss
1	0.19727101497730967	0.1484568449003356
2	0.14247101653935546	0.14192654458539827
3	0.13869934763948796	0.13481378768171584
4	0.1404708566554522	0.14047244829790934
5	0.13780362984891664	0.13787936951432908
6	0.13362781640331625	0.1283982087458883
7	0.13014754630246406	0.12416678879942213
8	0.1274104897753667	0.12012322672775813
9	0.12948546144416775	0.12054306854094778
10	0.11879948716042406	0.12192530025328908
11	0.11976797017505614	0.12772743457130023
12	0.11610545089184228	0.11468361264892987
13	0.11273486995595997	0.11301447397896222
14	0.1118531626412424	0.11384861064808709
15	0.10882590158005892	0.10715580465538162
16	0.10975287230843205	0.1092589758336544
17	0.11944812124563475	0.14010464825800487
18	0.1182043805718422	0.11510583651917321
19	0.11004789726713957	0.10733698361686297
20	0.10869981841010562	0.10736036141003881
21	0.10760639994326285	0.10848304416452136
22	0.10824201387369027	0.10770771758896965
23	0.10483565519926911	0.1046920083463192
24	0.10393305481490442	0.09899723795907837
25	0.10622319127038374	0.10063932889274188
26	0.10047684516442024	0.09893297031521797
27	0.10067546625258558	0.10257264652422496
28	0.10007715356551995	0.10228450010929789
29	0.09964001701544907	0.10186929468597684
30	0.10075986743983575	0.09567667171359062
31	0.1008647382764493	0.11633690925581115
32	0.10231245152525982	0.11306529651795115
33	0.10129851471569579	0.09922630126987185
34	0.10014555699239343	0.11008856711643082
35	0.09883871454808671	0.09659936491932188
36	0.09427010068448924	0.08776690970574107
37	0.09510792516550776	0.09104571491479874
38	0.09561343814356853	0.10531345808080264
39	0.09344308543003212	0.11339040845632553
40	0.09408266137717133	0.09779451627816473
41	0.09598932541527991	0.09197509022695678
42	0.09138307642128508	0.09787537955812045
43	0.0898864750639867	0.10055114435298103
44	0.08655784077058404	0.08392161317169666
45	0.08553254365668458	0.08182110477771078
46	0.08675779081502204	0.09976810749088015
47	0.08722254489943132	0.08879872810627733
48	0.08235941533062417	0.07953687278287751
49	0.08121271012193065	0.08016595909638065
50	0.08021329117275901	0.08079108382974352
