Epoch	Train Loss	Test Loss
1	0.45129626814056845	0.3591233364173344
2	0.2925025408758837	0.2637662504400526
3	0.2184659374110839	0.22039973735809326
4	0.18402708453290603	0.20146845493997848
5	0.16772893947713516	0.192752229315894
6	0.1590351155575584	0.18855508523327963
7	0.15405144498628728	0.18621213947023665
8	0.1512870455489439	0.18511201228414262
9	0.1489314524566426	0.18423575162887573
10	0.1474639974972781	0.18393781355449132
11	0.14594238032312953	0.18166882012571609
12	0.14192712657591877	0.1770018424306597
13	0.13700183612458847	0.17451418510505132
14	0.13299909672316382	0.17639959497111185
15	0.13023336757631862	0.17621230227606638
16	0.12884391537484	0.17593413165637425
17	0.12741411959423737	0.1703695740018572
18	0.12358160141636343	0.17043525193418776
19	0.12241313606500626	0.1687533919300352
20	0.11985982034136267	0.17010336688586644
21	0.11998165179701413	0.17136308976582118
22	0.11907258191529442	0.16870143158095224
23	0.11678330161992241	0.16801853477954865
24	0.11448685430428561	0.16989276451723917
25	0.11381708655287237	0.16467180848121643
26	0.111581410993548	0.16649866104125977
27	0.1105223775786512	0.163737952709198
28	0.11041510061306112	0.15898177240576064
29	0.1071810682906824	0.1611653875027384
30	0.10592286814661588	0.16053437973771775
31	0.10537037034245099	0.1567745485476085
32	0.10552266415427713	0.1578411938888686
33	0.1031858048894826	0.15146289872271673
34	0.10478050042601193	0.1525422100509916
35	0.10249373623553444	0.15530065979276383
36	0.10220561220365412	0.15245780774525233
37	0.09884883507209666	0.14581770449876785
38	0.09725995361804962	0.14836798714739935
39	0.09998599834301893	0.1549569708960397
40	0.09735509797054179	0.151645156954016
41	0.09876259153380114	0.1446070202759334
42	0.09665273874998093	0.15148306212254933
43	0.09703055506243426	0.1528766964163099
44	0.09451191609396654	0.16338817881686346
45	0.09540216800044565	0.15487867487328394
46	0.09252315759658813	0.1513656292642866
47	0.09193179624922135	0.1584074433360781
48	0.09219162867349737	0.15052240022591182
49	0.09136559814214706	0.15142958291939326
50	0.08982925117015839	0.15151782120977128
