Epoch	Train Loss	Test Loss
1	0.6813772636301377	0.6412130423954555
2	0.44096945489154143	0.3054055614130838
3	0.22834597878596363	0.21419852120535715
4	0.17318239019197576	0.19523435405322484
5	0.15885433204033794	0.1902644123349871
6	0.15406245694440954	0.188656889966556
7	0.15183107028989232	0.187541521021298
8	0.15015472997637355	0.1869680689913886
9	0.14890834163216984	0.1863419967038291
10	0.14756298503454993	0.1852040354694639
11	0.1459883582942626	0.18468209036758967
12	0.14558579465922186	0.1847424123968397
13	0.14539537973263683	0.18500912615231105
14	0.14515561829595006	0.18486937029021128
15	0.14487624957281	0.18469199112483434
16	0.14476578200564666	0.1849345862865448
17	0.1448569911367753	0.18498249564852035
18	0.14476772003314076	0.18499680289200374
19	0.14480609578244827	0.18506469471114023
20	0.1447164188413059	0.1851180919579097
