Epoch	Train Loss	Test Loss
1	0.21013857565837915	0.1699066870057263
2	0.1696294828576883	0.16925947459493104
3	0.1693409463642895	0.1691517348604641
4	0.16928873106731088	0.16921788693844586
5	0.16929163332506483	0.1691510901711453
6	0.1692708589118903	0.1691611119157053
7	0.1692837569464414	0.16908348691417796
8	0.1692401821284849	0.1691384715138724
9	0.1692493478291958	0.16905177170517802
10	0.1692565393915086	0.16917897709484758
11	0.16923675057865378	0.16907738320443821
12	0.16926554645325395	0.1690613655409137
13	0.1692582841015768	0.16906640470256293
14	0.16924512832295016	0.16914571770306291
15	0.1692395151156994	0.1691235046962212
16	0.1692399433205643	0.16910125652035535
17	0.16926565610597932	0.16905409851293454
18	0.16923136060566346	0.1690493356222394
19	0.16924417482560716	0.16905908691928762
20	0.16923918414002642	0.16905399351969533
21	0.16924533686841753	0.16913348259368619
22	0.169223271080264	0.1692792141802923
23	0.16926577082014424	0.16910860861626623
24	0.16925763213153122	0.1690995546478878
25	0.16923531468718747	0.16927916764984643
26	0.16925711105102031	0.16905069265557432
27	0.16924832665722048	0.16919454583948143
