Epoch	Train Loss	Test Loss
1	0.12869593357139505	0.10429284822834627
2	0.10130108000418342	0.09318861501386808
3	0.09769851716989934	0.09056724259476354
4	0.09909379010282858	0.0960723311704623
5	0.095931918257782	0.0908049785413827
6	0.09630952703066398	0.09281947072139031
7	0.09358118249395692	0.08930848452588232
8	0.09056241436047911	0.08759699790076848
9	0.09018620650613336	0.0865288293009877
10	0.08894871475406219	0.08174031285075409
11	0.08690091149240244	0.09851172949728827
12	0.09065201441458573	0.09104001669748324
13	0.08878561357075493	0.08736431139017267
14	0.08875612689474427	0.08732400914210253
15	0.08571690857515123	0.08686578696913072
16	0.08663642744095319	0.07592131667054841
17	0.08590048610884915	0.08456287264226539
18	0.08460089635862958	0.07339487283724984
19	0.08101862008559062	0.06735987397105762
20	0.07739747280747884	0.07497451791253547
21	0.07959626356370975	0.06859066041978802
22	0.08088352470124355	0.08347031638391299
23	0.0821502249190623	0.07491429150104523
24	0.07768963057486737	0.0822152495633122
25	0.08064042615422878	0.07239218133362736
26	0.07631107299333434	0.06534271585217828
27	0.06616245691317725	0.050375206673928516
28	0.06937958350714811	0.05589825145999812
29	0.06621309145150894	0.06931654010424369
30	0.05915925609475695	0.0509353777049379
31	0.043272647321817466	0.042318774005584835
32	0.036179790866563415	0.03099708977198946
33	0.033192405734534004	0.033712018924228065
34	0.031161840025780492	0.029573492983766814
35	0.030414667562854235	0.032975645341759
36	0.02891407128798599	0.028528351857345594
37	0.02764388092027964	0.028621672478427732
38	0.02721394966214686	0.026111944920833498
39	0.025718409123130368	0.026891279349597234
40	0.025486920404071273	0.02935936352142645
41	0.024758918134526152	0.02722161310104724
42	0.025435080328646532	0.025296653674828317
43	0.02312719558127905	0.024568959087432094
44	0.02289429724443294	0.02372283109760364
45	0.022968153150826343	0.023474556873065062
46	0.023303171689567578	0.0247741946971297
47	0.021872233681214985	0.0235457668197082
48	0.021377177621113613	0.023364351110279825
49	0.021536291441694774	0.022942927952250156
50	0.020278987826984507	0.026424654767763508
