Epoch	Train Loss	Test Loss
1	0.3173954039812088	0.23076127842068672
2	0.16525391737620035	0.20477934926748276
3	0.14806677276889482	0.21071935072541237
4	0.1324084581186374	0.1954256221652031
5	0.12229376845061779	0.21845868602395058
6	0.12386349340279897	0.19503500685095787
7	0.1187043556322654	0.2093791887164116
8	0.1169652013729016	0.20367013663053513
9	0.11328892906506856	0.22413669899106026
10	0.11712656418482463	0.2047456093132496
11	0.11117635170618693	0.21161802858114243
12	0.10794934506217639	0.20810602232813835
13	0.10668115690350533	0.22174999490380287
14	0.10493884173532327	0.21385522559285164
15	0.10575745565195878	0.21401507034897804
