Epoch	Train Loss	Test Loss
1	0.5731050570805868	0.6622948944568634
2	0.36109164853890735	0.5669523328542709
3	0.26132751752932865	0.4303743913769722
4	0.20626955231030783	0.3343449607491493
5	0.1697955628236135	0.33753785490989685
6	0.15068071335554123	0.3561689481139183
7	0.13336612656712532	0.34756355732679367
8	0.11725920687119167	0.3628634363412857
9	0.1027958132326603	0.4282902181148529
10	0.10061672454078992	0.42904380708932877
11	0.09485006829102834	0.43679003417491913
12	0.0877496028939883	0.4258085861802101
13	0.09387511884172757	0.4693730026483536
