Epoch	Train Loss 1	Train Loss 2	Test Loss 1	Test Loss 2	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.18971215737406658	0.10409040322174896	0.14890056772940402	0.1269732784310758	0.40300462	0.8019375825379949	0.9260032007144356	0.8595164549627926	0.82359967813998	0.8900676370164654	0.8555446122897553
2	0.08035896138279838	0.07388875355591645	0.11447779742487962	0.11426845844706938	0.38555592	0.8328383945478245	0.9315570606427775	0.8794360521990917	0.8569879678999864	0.8955879886278516	0.875862900653262
3	0.06350291805111069	0.056715905621043734	0.0917882649362951	0.09307484243685146	0.4931092	0.8817922533792211	0.9300699615362816	0.9052879191717681	0.883085636600058	0.9285953083760836	0.9052688679152829
4	0.052360575036269376	0.04842251531679083	0.07641974078032418	0.08393837478744606	0.55287653	0.9076151121605667	0.9182164422822112	0.912884999957168	0.8958465980001198	0.9290537978900866	0.9121480669008513
5	0.04628685879957887	0.0432730999548693	0.06658206526459991	0.07406451879005156	0.4895222	0.9188503503257625	0.9275608587626355	0.923185058482505	0.9206557742326662	0.9256460977937359	0.9231441919022781
6	0.04244472455661909	0.040292556775180066	0.06295777365997218	0.07363902785632108	0.40002266	0.9135352205410643	0.9320973104501526	0.922722923192629	0.9292580073179323	0.913514076556739	0.9213187869148665
7	0.03970385145857534	0.03802225848257139	0.05866926904443814	0.06805794693765319	0.49159682	0.9231268663826827	0.9340627168466797	0.9285625943564015	0.9244907641013022	0.9326458894677424	0.9285504212443956
8	0.037628762333332434	0.036115163761014875	0.05670324918152629	0.06250373378621499	0.5085669	0.9334232484644207	0.9383475689428834	0.9358789311659244	0.9321033919623283	0.939648266069057	0.9358606226380084
9	0.036054710243556616	0.03473956908627942	0.05461579226497291	0.0603322999595448	0.5170247	0.9379322658282865	0.9379656698676364	0.9379489675505492	0.9354158191289826	0.940416563907828	0.937909525824666
10	0.03496224753789406	0.03365087217928187	0.05219523334686739	0.09461122087140195	0.5170247	0.9379322658282865	0.9379656698676364	0.9379489675505492	0.9354158191289826	0.940416563907828	0.937909525824666
11	0.03406917846522632	0.03268983917864593	0.0522579556412023	0.0573581882933106	0.4980382	0.9401544731476518	0.9427194469251237	0.9414352129490208	0.9404118907965302	0.9424428597031661	0.9414262798826408
12	0.033222972124864435	0.03194772949996027	0.05041674606879984	0.056171721500822405	0.48520252	0.9406954846674762	0.9436512653506387	0.9421710567946824	0.9426537200078976	0.9416079281826774	0.9421305338806714
13	0.032534049576626416	0.031216470763792057	0.04991713994978995	0.058965750804691075	0.48520252	0.9406954846674762	0.9436512653506387	0.9421710567946824	0.9426537200078976	0.9416079281826774	0.9421305338806714
14	0.03190995671011639	0.03064295978763619	0.04927433903018633	0.05357726704600835	0.5257076	0.9442005521787531	0.946590710652045	0.9453941207098971	0.9407661646320828	0.9498675368361715	0.9452949440644394
15	0.03132779082176235	0.02998329994545595	0.047150366804629994	0.053437236947567295	0.533302	0.9452092229485012	0.9460682681216808	0.9456385504398146	0.9408803255912015	0.950205204933037	0.9455197749284362
