Epoch	Train Loss 1	Train Loss 2	Test Loss 1	Test Loss 2	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.36074824875051326	0.3331653419882059	0.6429735735843056	0.6034757594267527	0.33618465	0.06578885038497838	0.8929693102851349	0.12254899465296905	0.06494199638897441	0.29864975146524225	0.10668510050453799
2	0.305780673568899	0.27299334201961756	0.5300036825631794	0.4911648953954379	0.3699259	0.07834105882659306	0.5951727378391077	0.13845733434969584	0.07003888678946278	0.14208521898261492	0.09382705968808688
3	0.24575492685491387	0.21852981625124812	0.4234926998615265	0.39401953170696896	0.39171422	0.1239180614559205	0.380690951356431	0.18697440397657658	0.14179537419135918	0.08008754358631946	0.10236068035005234
4	0.19808572259816257	0.1782072656787932	0.34364401196178634	0.3253096764286359	0.3905609	0.21957773896681662	0.2712738333704281	0.2427034905428166	0.27564475470234634	0.05273017286148824	0.0885256110851627
5	0.16363147524270144	0.1495435223914683	0.289193404348273	0.2782410519818465	0.3473363	0.2984226661654215	0.3484494398694265	0.321501607194298	0.5130959688970739	0.031005020154808716	0.05847646366063828
6	0.13907177096063442	0.12912048283033073	0.2512227571324298	0.2454488848646482	0.3073825	0.35659637894912394	0.4230222321141529	0.3869794641796701	0.5062156347119292	0.026182703959245247	0.0497901407291581
7	0.12148742296478965	0.11440980178304017	0.2245248744362279	0.22272220502297083	0.25193703	0.3437998912824815	0.4965934663798007	0.4063068280974554	0.5138960106655728	0.030980290328164798	0.05843765852862114
8	0.10868503153324127	0.10360476607456803	0.20605147512335525	0.20703148345152536	0.25327292	0.36050388698637864	0.4939844696688676	0.4168186027100695	0.5168962441779804	0.03224769394366545	0.06070798829136575
9	0.09953735646876422	0.09581152629107237	0.19360440028341194	0.1961673175295194	0.22330858	0.3463579222334086	0.5508754358631947	0.4253075738952996	0.5185304891187245	0.029756163909290995	0.05628252353388294
10	0.0926179899410768	0.08992102998308837	0.18446080935628792	0.1886314625541369	0.20933874	0.341381816035735	0.5721925464302495	0.42763049982095624	0.5218953130345535	0.01886267527264634	0.0364094179982577
11	0.08718959458849647	0.085268598748371	0.17886005381220266	0.18267948490877947	0.2052179	0.3426462191043315	0.5713270024977125	0.4283780588996074	0.5360490266762797	0.018386626109750972	0.035553749043611325
12	0.08311590254306793	0.08176713017746806	0.17438921018650658	0.17876949409643808	0.22581562	0.35845171660928754	0.5349185152212083	0.4292564341085271	0.5856052344601963	0.019919875361673715	0.038529147982062785
13	0.0799145915291526	0.07906689308583736	0.17160996637846293	0.17679044728477797	0.22606908	0.3566498971994578	0.5351534485743255	0.4280370180813003	0.6251918158567775	0.030226030615525385	0.057664181921117184
14	0.07667362920262596	0.07609376218169928	0.16842241193118848	0.1753359343856573	0.21437724	0.34974014914563584	0.5433699334767663	0.4255651912862006	0.6417435311403151	0.04860647426861538	0.09036833545020373
15	0.07431099333546379	0.07383092422969639	0.16653523594141006	0.17375364837547144	0.20946983	0.3558924068840641	0.5200868016915201	0.422601225761077	0.6836567368133369	0.06186166134975394	0.11345700290275762
16	0.0718150023709644	0.07222306332550943	0.16561987133402573	0.17312835032741228	0.18228754	0.33524243165440554	0.5507888814699409	0.41679746802871626	0.6582919629679324	0.12133071197170908	0.20489663812904574
17	0.06972493962808089	0.06964539946056902	0.16654504561110547	0.17328578668336073	0.18228754	0.33524243165440554	0.5507888814699409	0.41679746802871626	0.6582919629679324	0.12133071197170908	0.20489663812904574
18	0.06750718300992792	0.06762527208775282	0.165635054048739	0.172234912092487	0.15129699	0.3264037282029216	0.5533978781808739	0.410617869545073	0.6358914044888758	0.2005588940821525	0.3049402386693175
19	0.06581672260707075	0.0659922061022371	0.16626314113014623	0.17261583420137563	0.15129699	0.3264037282029216	0.5533978781808739	0.410617869545073	0.6358914044888758	0.2005588940821525	0.3049402386693175
