Epoch	Train Loss	Test Loss	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.33225919726801795	0.47996440077327307	0.6314106	0.4604583337357193	0.2552011689583746	0.3283950107100302	0.06997011016456754	0.5182221556149075	0.12329322715606518
2	0.20603019831005048	0.29056473762889184	0.5651876	0.5955038216754469	0.41867871307531324	0.4916763307342492	0.5635853939045429	0.4196581974276493	0.48108776418686133
3	0.12494976679148849	0.17310782369830846	0.57806534	0.802286193804558	0.419610026066059	0.5510244245299597	0.8022882171145541	0.41961537843956903	0.551029516677151
4	0.07963908609985573	0.11039581134213203	0.57620883	0.802286193804558	0.419610026066059	0.5510244245299597	0.8022882171145541	0.41961537843956903	0.551029516677151
5	0.054977441023738104	0.07889566960603155	0.22733395	0.7431728464048164	0.4413460148903031	0.5538052366288657	0.8022882171145541	0.41961537843956903	0.551029516677151
6	0.04090810430013329	0.061679508673583024	0.22264294	0.738809364548495	0.44338526919762566	0.554184868777554	0.8022882171145541	0.41961537843956903	0.551029516677151
7	0.03232488842921023	0.04988263083222025	0.23122317	0.741731915390908	0.44162969068633484	0.5536276226708804	0.8022882171145541	0.41961537843956903	0.551029516677151
8	0.026786218145919357	0.04340538819422897	0.22076711	0.7209552495697074	0.4483950908030166	0.5529100791002961	0.8022882171145541	0.41961537843956903	0.551029516677151
9	0.023033983022705908	0.039594776655366905	0.23772267	0.755430193826141	0.43577954643986877	0.5527171514884084	0.8022882171145541	0.41961537843956903	0.551029516677151
10	0.020462627665488266	0.03652694221605493	0.24181966	0.7603528684609766	0.4345699100266013	0.5530507637552577	0.8022882171145541	0.41961537843956903	0.551029516677151
11	0.018691524394724997	0.034614748726184454	0.2420631	0.7555650367292425	0.4360150508743102	0.5529426538016419	0.8022882171145541	0.41961537843956903	0.551029516677151
12	0.0174896199816118	0.03402310590313367	0.24893005	0.7606815917592435	0.43319435003452283	0.5520221259007404	0.8022882171145541	0.41961537843956903	0.551029516677151
13	0.016709622132814735	0.03255187124208942	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
14	0.016136582760837362	0.032993392511734165	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
15	0.015727334795805393	0.033379970703527564	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
16	0.015448938218156802	0.034302187186339136	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
17	0.015259726672930404	0.03423956355460339	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
18	0.015119261096911562	0.03396028267580489	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
19	0.014990760324854243	0.0348150466144553	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
20	0.01489267631953845	0.03678090615851405	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
21	0.014809555062692773	0.03753760143997469	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
22	0.014739215288288388	0.03765286462313218	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
23	0.014675875702884299	0.0378167051236823	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
24	0.014562111665020508	0.040039165033251826	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
25	0.01440304170071256	0.04036974519764253	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
26	0.014253076303041786	0.038339966166940034	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
27	0.0141035799662714	0.042019400550588885	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
28	0.013993634750918011	0.041674907499661	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
29	0.013879890613646412	0.04178560553459909	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
30	0.013799722957784779	0.04392952188186308	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
31	0.013721128697135697	0.04272391232637523	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
32	0.013661670981352132	0.04407185201011403	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
33	0.013609804381599273	0.043406674326324335	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
34	0.013554037274347126	0.04368585118955655	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
35	0.01349940940600597	0.042494695662906035	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
36	0.01346851103407748	0.04310360393872124	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
37	0.013432767605009072	0.04679014470369716	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
38	0.013397459697801093	0.04329765987879943	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
39	0.01337257886671124	0.04436040677481297	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
40	0.013331001753021786	0.045716488948433186	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
41	0.013298433508289739	0.04484625328429707	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
42	0.013268365224743365	0.045293869499448705	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
43	0.013236975525877227	0.04627010671919241	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
44	0.01320434267135577	0.04435141975576965	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
45	0.013175534235850616	0.04889937250323945	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
46	0.013135421415505234	0.04374715130951704	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
47	0.013119836209307602	0.04470514213539543	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
48	0.013101257723784702	0.04654175395155764	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
49	0.013069730223459334	0.04639717429408228	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
50	0.013058128732433715	0.04799878778648002	0.24111429	0.738271516732011	0.44245395620687994	0.5533058459726108	0.8022882171145541	0.41961537843956903	0.551029516677151
